Latitude (decimal degrees):	1.357
Longitude (decimal degrees):	103.820
Elevation (m):	53
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230117:1130,0.0,0.0,0.0,-4.1,27.57,4.9,0.0
20230117:1230,0.0,0.0,0.0,0.0,27.19,3.93,0.0
20230117:1330,0.0,0.0,0.0,0.0,27.24,4.07,0.0
20230117:1430,0.0,0.0,0.0,0.0,26.94,4.9,0.0
20230117:1530,0.0,0.0,0.0,0.0,26.5,5.24,0.0
20230117:1630,0.0,0.0,0.0,0.0,26.12,5.79,0.0
20230117:1730,0.0,0.0,0.0,0.0,25.84,6.21,0.0
20230117:1830,0.0,0.0,0.0,0.0,25.6,6.0,0.0
20230117:1930,0.0,0.0,0.0,0.0,25.38,5.66,0.0
20230117:2030,0.0,0.0,0.0,0.0,25.15,5.31,0.0
20230117:2130,0.0,0.0,0.0,0.0,25.01,5.1,0.0
20230117:2230,0.0,0.0,0.0,0.0,25.7,4.48,0.0
20230117:2330,4.85,17.86,0.0,3.14,25.66,4.9,0.0
20230118:0030,97.0,79.5,0.0,17.05,25.67,5.03,0.0
20230118:0130,249.5,129.45,0.0,30.82,25.75,4.97,0.0
20230118:0230,471.05,142.7,0.0,44.1,26.07,5.24,0.0
20230118:0330,528.7,172.4,0.0,56.26,26.43,5.17,0.0
20230118:0430,544.05,221.5,0.0,65.49,26.95,5.03,0.0
20230118:0530,640.65,204.2,0.0,67.78,27.31,4.9,0.0
20230118:0630,451.2,273.05,0.0,61.39,27.47,5.03,0.0
20230118:0730,539.7,145.85,0.0,50.32,27.26,4.55,0.0
20230118:0830,364.45,138.4,0.0,37.47,26.4,4.9,0.0
20230118:0930,155.5,91.4,0.0,23.9,26.51,5.1,0.0
20230118:1030,49.2,36.9,0.0,10.0,27.42,5.72,0.0
20230118:1130,0.0,0.0,0.0,-4.03,27.04,5.86,0.0
20230118:1230,0.0,0.0,0.0,0.0,26.77,6.34,0.0
20230118:1330,0.0,0.0,0.0,0.0,26.68,6.69,0.0
20230118:1430,0.0,0.0,0.0,0.0,26.56,7.03,0.0
20230118:1530,0.0,0.0,0.0,0.0,26.42,6.9,0.0
20230118:1630,0.0,0.0,0.0,0.0,26.31,6.21,0.0
20230118:1730,0.0,0.0,0.0,0.0,26.19,5.72,0.0
20230118:1830,0.0,0.0,0.0,0.0,25.99,5.86,0.0
20230118:1930,0.0,0.0,0.0,0.0,25.85,5.79,0.0
20230118:2030,0.0,0.0,0.0,0.0,25.65,5.24,0.0
20230118:2130,0.0,0.0,0.0,0.0,25.5,4.76,0.0
20230118:2230,0.0,0.0,0.0,0.0,25.73,4.69,0.0
20230118:2330,5.65,15.27,0.0,3.07,25.71,4.69,0.0
20230119:0030,55.9,100.85,0.0,17.01,25.7,4.9,0.0
20230119:0130,148.65,181.95,0.0,30.8,25.8,5.24,0.0
20230119:0230,298.0,215.0,0.0,44.12,26.24,6.14,0.0
20230119:0330,447.1,246.1,0.0,56.32,26.88,5.86,0.0
20230119:0430,461.75,248.45,0.0,65.64,27.23,5.66,0.0
20230119:0530,421.2,283.5,0.0,67.99,27.37,5.45,0.0
20230119:0630,493.5,194.6,0.0,61.59,27.65,5.31,0.0
20230119:0730,229.85,192.95,0.0,50.49,27.84,5.38,0.0
20230119:0830,276.25,151.0,0.0,37.61,27.69,5.45,0.0
20230119:0930,181.8,87.8,0.0,24.01,26.43,5.38,0.0
20230119:1030,54.3,45.6,0.0,10.09,26.11,4.69,0.0
20230119:1130,0.0,0.0,0.0,-3.95,26.11,6.07,0.0
20230119:1230,0.0,0.0,0.0,0.0,26.09,5.59,0.0
20230119:1330,0.0,0.0,0.0,0.0,25.91,5.66,0.0
20230119:1430,0.0,0.0,0.0,0.0,25.81,5.93,0.0
20230119:1530,0.0,0.0,0.0,0.0,25.72,6.48,0.0
20230119:1630,0.0,0.0,0.0,0.0,25.55,7.03,0.0
20230119:1730,0.0,0.0,0.0,0.0,25.51,6.83,0.0
20230119:1830,0.0,0.0,0.0,0.0,25.38,6.14,0.0
20230119:1930,0.0,0.0,0.0,0.0,25.22,6.0,0.0
20230119:2030,0.0,0.0,0.0,0.0,25.15,6.34,0.0
20230119:2130,0.0,0.0,0.0,0.0,25.16,6.9,0.0
20230119:2230,0.0,0.0,0.0,0.0,25.18,4.48,0.0
20230119:2330,3.2,16.5,0.0,3.01,25.27,4.69,0.0
20230120:0030,12.25,81.85,0.0,16.97,25.2,5.66,0.0
20230120:0130,6.0,140.9,0.0,30.78,25.42,5.52,0.0
20230120:0230,35.35,255.35,0.0,44.13,25.76,6.34,0.0
20230120:0330,78.5,324.45,0.0,56.39,25.85,5.66,0.0
20230120:0430,166.85,332.7,0.0,65.8,26.1,4.55,0.0
20230120:0530,223.1,377.55,0.0,68.22,26.32,4.28,0.0
20230120:0630,241.75,304.9,0.0,61.8,26.48,3.31,0.0
20230120:0730,241.1,279.55,0.0,50.65,26.36,3.17,0.0
20230120:0830,90.3,236.1,0.0,37.74,25.72,5.52,0.0
20230120:0930,72.85,142.7,0.0,24.12,25.51,5.72,0.0
20230120:1030,20.15,60.15,0.0,10.18,26.25,3.31,0.0
20230120:1130,0.0,0.0,0.0,-3.88,26.28,4.9,0.0
20230120:1230,0.0,0.0,0.0,0.0,26.24,5.17,0.0
20230120:1330,0.0,0.0,0.0,0.0,26.21,6.07,0.0
20230120:1430,0.0,0.0,0.0,0.0,26.08,6.0,0.0
20230120:1530,0.0,0.0,0.0,0.0,25.85,6.07,0.0
20230120:1630,0.0,0.0,0.0,0.0,25.74,6.28,0.0
20230120:1730,0.0,0.0,0.0,0.0,25.6,6.34,0.0
20230120:1830,0.0,0.0,0.0,0.0,25.37,5.72,0.0
20230120:1930,0.0,0.0,0.0,0.0,25.2,5.17,0.0
20230120:2030,0.0,0.0,0.0,0.0,24.98,4.97,0.0
20230120:2130,0.0,0.0,0.0,0.0,25.11,4.69,0.0
20230120:2230,0.0,0.0,0.0,0.0,24.91,4.76,0.0
20230120:2330,4.85,15.77,0.0,2.95,24.99,4.48,0.0
20230121:0030,55.65,98.55,0.0,16.93,25.38,4.48,0.0
20230121:0130,178.55,175.35,0.0,30.77,25.64,4.83,0.0
20230121:0230,440.5,155.95,0.0,44.15,26.09,4.14,0.0
20230121:0330,457.75,209.55,0.0,56.47,26.2,3.52,0.0
20230121:0430,280.45,224.6,0.0,65.95,26.14,3.1,0.0
20230121:0530,497.15,185.35,0.0,68.44,26.47,2.55,0.0
20230121:0630,650.45,177.4,0.0,62.0,26.1,1.93,0.0
20230121:0730,483.45,150.0,0.0,50.82,26.42,1.66,0.0
20230121:0830,291.0,142.0,0.0,37.88,26.48,2.97,0.0
20230121:0930,77.8,89.0,0.0,24.23,26.32,5.38,0.0
20230121:1030,17.6,46.75,0.0,10.27,26.2,5.45,0.0
20230121:1130,0.0,0.0,0.0,-3.81,25.98,5.79,0.0
20230121:1230,0.0,0.0,0.0,0.0,26.01,4.9,0.0
20230121:1330,0.0,0.0,0.0,0.0,25.85,5.45,0.0
20230121:1430,0.0,0.0,0.0,0.0,25.86,5.17,0.0
20230121:1530,0.0,0.0,0.0,0.0,25.71,4.69,0.0
20230121:1630,0.0,0.0,0.0,0.0,25.63,4.48,0.0
20230121:1730,0.0,0.0,0.0,0.0,25.42,4.97,0.0
20230121:1830,0.0,0.0,0.0,0.0,25.09,5.79,0.0
20230121:1930,0.0,0.0,0.0,0.0,25.05,5.79,0.0
20230121:2030,0.0,0.0,0.0,0.0,24.97,5.52,0.0
20230121:2130,0.0,0.0,0.0,0.0,25.04,5.93,0.0
20230121:2230,0.0,0.0,0.0,0.0,25.02,3.72,0.0
20230121:2330,5.85,13.58,0.0,2.89,25.04,3.59,0.0
20230122:0030,43.15,97.0,0.0,16.89,25.17,3.59,0.0
20230122:0130,177.65,138.45,0.0,30.76,25.17,4.34,0.0
20230122:0230,313.4,185.45,0.0,44.18,25.26,3.72,0.0
20230122:0330,339.2,268.15,0.0,56.55,25.38,2.28,0.0
20230122:0430,422.4,211.5,0.0,66.12,25.77,1.59,0.0
20230122:0530,457.95,251.25,0.0,68.68,25.77,1.38,0.0
20230122:0630,373.2,313.35,0.0,62.22,26.35,1.59,0.0
20230122:0730,345.25,207.55,0.0,50.99,26.28,1.38,0.0
20230122:0830,149.15,193.0,0.0,38.01,25.83,0.9,0.0
20230122:0930,17.75,103.05,0.0,24.34,26.23,2.69,0.0
20230122:1030,17.05,44.35,0.0,10.36,25.84,4.83,0.0
20230122:1130,0.0,0.0,0.0,-3.74,26.02,4.83,0.0
20230122:1230,0.0,0.0,0.0,0.0,26.13,5.1,0.0
20230122:1330,0.0,0.0,0.0,0.0,25.96,5.45,0.0
20230122:1430,0.0,0.0,0.0,0.0,25.99,4.69,0.0
20230122:1530,0.0,0.0,0.0,0.0,25.87,4.83,0.0
20230122:1630,0.0,0.0,0.0,0.0,25.72,4.97,0.0
20230122:1730,0.0,0.0,0.0,0.0,25.62,4.41,0.0
20230122:1830,0.0,0.0,0.0,0.0,25.51,3.93,0.0
20230122:1930,0.0,0.0,0.0,0.0,25.46,4.48,0.0
20230122:2030,0.0,0.0,0.0,0.0,25.24,4.83,0.0
20230122:2130,0.0,0.0,0.0,0.0,25.05,4.62,0.0
20230122:2230,0.0,0.0,0.0,0.0,24.95,4.41,0.0
20230122:2330,0.4,13.62,0.0,2.83,25.05,3.86,0.0
20230123:0030,16.15,94.4,0.0,16.86,25.04,3.38,0.0
20230123:0130,76.4,155.15,0.0,30.75,25.0,3.93,0.0
20230123:0230,206.65,224.85,0.0,44.21,25.08,4.07,0.0
20230123:0330,320.5,242.55,0.0,56.63,25.35,3.86,0.0
20230123:0430,416.85,244.5,0.0,66.29,25.64,3.24,0.0
20230123:0530,380.6,267.95,0.0,68.92,26.28,1.93,0.0
20230123:0630,367.8,247.4,0.0,62.43,25.92,0.97,0.0
20230123:0730,114.15,263.1,0.0,51.16,25.77,1.17,0.0
20230123:0830,63.95,194.3,0.0,38.15,26.07,0.62,0.0
20230123:0930,24.5,121.5,0.0,24.45,26.13,0.76,0.0
20230123:1030,5.4,39.95,0.0,10.44,25.38,2.41,0.0
20230123:1130,0.0,0.0,0.0,-3.68,25.38,2.34,0.0
20230123:1230,0.0,0.0,0.0,0.0,25.58,2.55,0.0
20230123:1330,0.0,0.0,0.0,0.0,25.66,2.34,0.0
20230123:1430,0.0,0.0,0.0,0.0,25.41,2.34,0.0
20230123:1530,0.0,0.0,0.0,0.0,25.57,3.66,0.0
20230123:1630,0.0,0.0,0.0,0.0,25.58,4.07,0.0
20230123:1730,0.0,0.0,0.0,0.0,25.3,4.34,0.0
20230123:1830,0.0,0.0,0.0,0.0,25.18,4.83,0.0
20230123:1930,0.0,0.0,0.0,0.0,25.21,5.38,0.0
20230123:2030,0.0,0.0,0.0,0.0,25.24,5.79,0.0
20230123:2130,0.0,0.0,0.0,0.0,25.35,4.97,0.0
20230123:2230,0.0,0.0,0.0,0.0,25.22,4.28,0.0
20230123:2330,1.45,17.47,0.0,2.77,25.26,4.48,0.0
20230124:0030,10.3,93.65,0.0,16.83,25.28,4.41,0.0
20230124:0130,43.25,155.35,0.0,30.75,25.58,4.83,0.0
20230124:0230,39.7,195.85,0.0,44.24,25.51,5.1,0.0
20230124:0330,43.75,170.85,0.0,56.72,25.32,5.52,0.0
20230124:0430,12.45,181.8,0.0,66.46,25.53,5.52,0.0
20230124:0530,2.3,189.1,0.0,69.16,25.62,6.0,0.0
20230124:0630,0.0,69.55,0.0,62.64,25.27,6.14,0.0
20230124:0730,0.45,81.5,0.0,51.32,25.22,6.34,0.0
20230124:0830,0.0,78.3,0.0,38.28,25.47,6.62,0.0
20230124:0930,0.0,33.0,0.0,24.55,25.44,7.17,0.0
20230124:1030,0.0,12.15,0.0,10.53,25.62,7.31,0.0
20230124:1130,0.0,0.0,0.0,-3.62,25.63,7.24,0.0
20230124:1230,0.0,0.0,0.0,0.0,25.32,7.1,0.0
20230124:1330,0.0,0.0,0.0,0.0,25.1,6.76,0.0
20230124:1430,0.0,0.0,0.0,0.0,25.01,6.48,0.0
20230124:1530,0.0,0.0,0.0,0.0,24.92,6.41,0.0
20230124:1630,0.0,0.0,0.0,0.0,24.77,6.9,0.0
20230124:1730,0.0,0.0,0.0,0.0,24.69,6.69,0.0
20230124:1830,0.0,0.0,0.0,0.0,24.55,7.03,0.0
20230124:1930,0.0,0.0,0.0,0.0,24.46,6.76,0.0
20230124:2030,0.0,0.0,0.0,0.0,24.57,6.9,0.0
20230124:2130,0.0,0.0,0.0,0.0,24.42,7.03,0.0
20230124:2230,0.0,0.0,0.0,0.0,24.9,6.14,0.0
20230124:2330,0.0,10.0,0.0,2.72,24.97,5.45,0.0
20230125:0030,0.0,41.0,0.0,16.8,24.97,4.34,0.0
20230125:0130,7.45,104.65,0.0,30.75,24.9,3.66,0.0
20230125:0230,0.5,105.9,0.0,44.28,25.08,4.9,0.0
20230125:0330,9.5,186.3,0.0,56.81,25.16,5.17,0.0
20230125:0430,6.6,195.95,0.0,66.64,25.16,5.52,0.0
20230125:0530,8.45,213.7,0.0,69.41,25.31,5.52,0.0
20230125:0630,0.35,105.0,0.0,62.86,25.48,6.21,0.0
20230125:0730,0.35,83.85,0.0,51.49,25.42,6.55,0.0
20230125:0830,0.0,61.6,0.0,38.41,25.31,7.45,0.0
20230125:0930,0.0,36.15,0.0,24.66,25.22,7.24,0.0
20230125:1030,0.0,12.05,0.0,10.61,25.56,4.41,0.0
20230125:1130,0.0,0.0,0.0,-3.56,25.5,5.17,0.0
20230125:1230,0.0,0.0,0.0,0.0,25.17,4.9,0.0
20230125:1330,0.0,0.0,0.0,0.0,25.01,4.62,0.0
20230125:1430,0.0,0.0,0.0,0.0,25.01,4.14,0.0
20230125:1530,0.0,0.0,0.0,0.0,24.92,4.14,0.0
20230125:1630,0.0,0.0,0.0,0.0,24.84,4.48,0.0
20230125:1730,0.0,0.0,0.0,0.0,24.88,5.1,0.0
20230125:1830,0.0,0.0,0.0,0.0,25.01,5.24,0.0
20230125:1930,0.0,0.0,0.0,0.0,25.1,5.45,0.0
20230125:2030,0.0,0.0,0.0,0.0,25.1,5.1,0.0
20230125:2130,0.0,0.0,0.0,0.0,25.0,5.17,0.0
20230125:2230,0.0,0.0,0.0,0.0,25.09,4.83,0.0
20230125:2330,0.0,5.3,0.0,2.67,25.06,4.48,0.0
20230126:0030,1.35,39.65,0.0,16.78,25.04,3.93,0.0
20230126:0130,25.0,127.95,0.0,30.75,25.07,4.69,0.0
20230126:0230,4.9,150.75,0.0,44.32,25.23,5.03,0.0
20230126:0330,46.2,253.3,0.0,56.91,25.4,5.24,0.0
20230126:0430,99.7,301.9,0.0,66.83,25.8,6.14,0.0
20230126:0530,23.4,281.95,0.0,69.67,26.4,6.28,0.0
20230126:0630,54.7,286.1,0.0,63.08,26.75,6.55,0.0
20230126:0730,51.95,273.3,0.0,51.66,26.84,6.69,0.0
20230126:0830,136.35,204.7,0.0,38.54,26.96,6.41,0.0
20230126:0930,47.0,128.4,0.0,24.76,27.02,5.38,0.0
20230126:1030,14.25,51.05,0.0,10.69,25.83,3.66,0.0
20230126:1130,0.0,0.0,0.0,-3.5,25.99,4.28,0.0
20230126:1230,0.0,0.0,0.0,0.0,25.85,4.41,0.0
20230126:1330,0.0,0.0,0.0,0.0,25.69,4.69,0.0
20230126:1430,0.0,0.0,0.0,0.0,25.61,5.66,0.0
20230126:1530,0.0,0.0,0.0,0.0,25.5,6.0,0.0
20230126:1630,0.0,0.0,0.0,0.0,25.4,6.14,0.0
20230126:1730,0.0,0.0,0.0,0.0,25.31,5.93,0.0
20230126:1830,0.0,0.0,0.0,0.0,25.25,5.66,0.0
20230126:1930,0.0,0.0,0.0,0.0,25.18,5.38,0.0
20230126:2030,0.0,0.0,0.0,0.0,25.13,5.52,0.0
20230126:2130,0.0,0.0,0.0,0.0,25.1,5.52,0.0
20230126:2230,0.0,0.0,0.0,0.0,24.83,4.69,0.0
20230126:2330,0.9,20.31,0.0,2.63,24.8,4.69,0.0
20230127:0030,61.1,105.3,0.0,16.76,24.82,4.41,0.0
20230127:0130,178.45,188.3,0.0,30.76,24.95,4.14,0.0
20230127:0230,182.4,271.95,0.0,44.36,25.29,4.34,0.0
20230127:0330,21.8,309.2,0.0,57.01,25.78,4.83,0.0
20230127:0430,47.9,282.4,0.0,67.02,26.15,5.17,0.0
20230127:0530,297.9,328.4,0.0,69.93,26.4,4.76,0.0
20230127:0630,403.7,328.2,0.0,63.3,26.76,4.28,0.0
20230127:0730,402.15,238.65,0.0,51.83,26.96,4.0,0.0
20230127:0830,226.65,192.0,0.0,38.67,27.04,4.0,0.0
20230127:0930,197.05,116.2,0.0,24.86,27.09,5.03,0.0
20230127:1030,58.85,51.5,0.0,10.76,27.47,4.41,0.0
20230127:1130,0.0,0.0,0.0,-3.44,27.49,4.62,0.0
20230127:1230,0.0,0.0,0.0,0.0,26.76,4.76,0.0
20230127:1330,0.0,0.0,0.0,0.0,26.7,5.17,0.0
20230127:1430,0.0,0.0,0.0,0.0,26.6,5.17,0.0
20230127:1530,0.0,0.0,0.0,0.0,26.31,5.52,0.0
20230127:1630,0.0,0.0,0.0,0.0,26.02,6.07,0.0
20230127:1730,0.0,0.0,0.0,0.0,25.8,6.14,0.0
20230127:1830,0.0,0.0,0.0,0.0,25.51,6.83,0.0
20230127:1930,0.0,0.0,0.0,0.0,25.29,7.17,0.0
20230127:2030,0.0,0.0,0.0,0.0,25.14,7.45,0.0
20230127:2130,0.0,0.0,0.0,0.0,25.08,7.86,0.0
20230127:2230,0.0,0.0,0.0,0.0,25.29,6.07,0.0
20230127:2330,6.0,9.6,0.0,2.58,25.23,6.21,0.0
20230128:0030,17.45,46.65,0.0,16.74,25.2,7.03,0.0
20230128:0130,6.8,105.7,0.0,30.77,25.17,7.93,0.0
20230128:0230,56.85,164.75,0.0,44.41,25.18,9.17,0.0
20230128:0330,49.15,191.55,0.0,57.11,25.25,9.66,0.0
20230128:0430,10.25,215.2,0.0,67.21,25.35,9.31,0.0
20230128:0530,1.45,185.4,0.0,70.2,25.43,8.83,0.0
20230128:0630,0.05,74.95,0.0,63.53,25.67,8.55,0.0
20230128:0730,0.0,48.5,0.0,51.99,25.75,8.34,0.0
20230128:0830,0.3,49.2,0.0,38.79,25.66,8.0,0.0
20230128:0930,1.55,48.5,0.0,24.95,25.68,7.66,0.0
20230128:1030,1.45,16.55,0.0,10.84,25.48,7.72,0.0
20230128:1130,0.0,0.0,0.0,-3.39,25.39,7.1,0.0
20230128:1230,0.0,0.0,0.0,0.0,25.38,6.62,0.0
20230128:1330,0.0,0.0,0.0,0.0,25.31,7.38,0.0
20230128:1430,0.0,0.0,0.0,0.0,25.25,7.72,0.0
20230128:1530,0.0,0.0,0.0,0.0,25.17,8.0,0.0
20230128:1630,0.0,0.0,0.0,0.0,25.11,7.59,0.0
20230128:1730,0.0,0.0,0.0,0.0,25.13,8.0,0.0
20230128:1830,0.0,0.0,0.0,0.0,25.12,8.28,0.0
20230128:1930,0.0,0.0,0.0,0.0,25.17,8.83,0.0
20230128:2030,0.0,0.0,0.0,0.0,25.22,9.1,0.0
20230128:2130,0.0,0.0,0.0,0.0,25.24,9.31,0.0
20230128:2230,0.0,0.0,0.0,0.0,24.94,7.59,0.0
20230128:2330,0.0,3.75,0.0,2.54,24.71,7.72,0.0
20230129:0030,0.0,21.4,0.0,16.73,24.85,7.72,0.0
20230129:0130,0.0,46.0,0.0,30.78,25.11,7.52,0.0
20230129:0230,0.25,88.35,0.0,44.45,25.04,8.14,0.0
20230129:0330,0.6,100.85,0.0,57.22,25.12,9.03,0.0
20230129:0430,0.1,156.1,0.0,67.41,25.45,9.1,0.0
20230129:0530,5.0,226.9,0.0,70.47,25.65,9.59,0.0
20230129:0630,101.3,299.7,0.0,63.75,25.81,9.72,0.0
20230129:0730,83.2,287.95,0.0,52.16,26.03,9.24,0.0
20230129:0830,6.45,179.95,0.0,38.92,26.28,8.48,0.0
20230129:0930,2.75,108.7,0.0,25.05,26.11,8.14,0.0
20230129:1030,0.0,31.8,0.0,10.91,25.57,7.86,0.0
20230129:1130,0.0,0.0,0.0,-3.34,25.47,7.31,0.0
20230129:1230,0.0,0.0,0.0,0.0,25.41,6.9,0.0
20230129:1330,0.0,0.0,0.0,0.0,25.31,6.83,0.0
20230129:1430,0.0,0.0,0.0,0.0,25.25,6.83,0.0
20230129:1530,0.0,0.0,0.0,0.0,25.19,6.69,0.0
20230129:1630,0.0,0.0,0.0,0.0,25.2,6.34,0.0
20230129:1730,0.0,0.0,0.0,0.0,25.25,6.0,0.0
20230129:1830,0.0,0.0,0.0,0.0,25.3,6.07,0.0
20230129:1930,0.0,0.0,0.0,0.0,25.21,5.79,0.0
20230129:2030,0.0,0.0,0.0,0.0,25.22,5.38,0.0
20230129:2130,0.0,0.0,0.0,0.0,25.25,5.79,0.0
20230129:2230,0.0,0.0,0.0,0.0,25.12,5.03,0.0
20230129:2330,0.0,9.3,0.0,2.51,25.22,7.03,0.0
20230130:0030,1.55,50.15,0.0,16.71,25.16,8.48,0.0
20230130:0130,2.7,150.0,0.0,30.8,25.23,8.41,0.0
20230130:0230,34.9,251.3,0.0,44.51,25.45,8.69,0.0
20230130:0330,50.2,259.25,0.0,57.33,25.87,8.48,0.0
20230130:0430,99.1,260.0,0.0,67.62,25.93,7.52,0.0
20230130:0530,34.05,289.05,0.0,70.74,26.11,7.72,0.0
20230130:0630,8.65,209.05,0.0,63.98,26.26,7.24,0.0
20230130:0730,33.45,155.8,0.0,52.32,26.3,7.45,0.0
20230130:0830,48.85,150.4,0.0,39.04,25.96,7.79,0.0
20230130:0930,13.2,103.6,0.0,25.14,25.78,8.14,0.0
20230130:1030,4.45,28.85,0.0,10.98,26.02,8.0,0.0
20230130:1130,0.0,0.0,0.0,-3.3,25.83,8.62,0.0
20230130:1230,0.0,0.0,0.0,0.0,25.77,7.72,0.0
20230130:1330,0.0,0.0,0.0,0.0,25.54,7.59,0.0
20230130:1430,0.0,0.0,0.0,0.0,25.65,7.17,0.0
20230130:1530,0.0,0.0,0.0,0.0,25.57,6.83,0.0
20230130:1630,0.0,0.0,0.0,0.0,25.39,6.69,0.0
20230130:1730,0.0,0.0,0.0,0.0,25.24,6.41,0.0
20230130:1830,0.0,0.0,0.0,0.0,25.07,6.34,0.0
20230130:1930,0.0,0.0,0.0,0.0,24.9,6.0,0.0
20230130:2030,0.0,0.0,0.0,0.0,24.81,6.0,0.0
20230130:2130,0.0,0.0,0.0,0.0,24.81,5.79,0.0
20230130:2230,0.0,0.0,0.0,0.0,24.88,6.48,0.0
20230130:2330,0.0,5.3,0.0,2.47,25.03,6.07,0.0
20230131:0030,5.05,38.3,0.0,16.71,25.05,5.59,0.0
20230131:0130,0.0,73.15,0.0,30.82,25.02,5.17,0.0
20230131:0230,10.0,145.85,0.0,44.56,25.14,6.0,0.0
20230131:0330,0.0,90.7,0.0,57.44,25.35,6.76,0.0
20230131:0430,0.9,113.85,0.0,67.82,25.64,7.59,0.0
20230131:0530,0.2,153.95,0.0,71.02,25.78,7.38,0.0
20230131:0630,0.85,184.85,0.0,64.2,25.72,6.97,0.0
20230131:0730,1.45,161.6,0.0,52.48,25.68,6.48,0.0
20230131:0830,0.0,89.45,0.0,39.16,25.76,6.41,0.0
20230131:0930,0.2,64.3,0.0,25.23,25.79,6.48,0.0
20230131:1030,0.0,23.0,0.0,11.04,25.84,7.72,0.0
20230131:1130,0.0,0.0,0.0,-3.25,25.75,7.38,0.0
20230131:1230,0.0,0.0,0.0,0.0,25.75,7.52,0.0
20230131:1330,0.0,0.0,0.0,0.0,25.7,6.55,0.0
20230131:1430,0.0,0.0,0.0,0.0,25.66,5.79,0.0
20230131:1530,0.0,0.0,0.0,0.0,25.61,5.1,0.0
20230131:1630,0.0,0.0,0.0,0.0,25.54,4.48,0.0
20230131:1730,0.0,0.0,0.0,0.0,25.49,4.41,0.0
20230131:1830,0.0,0.0,0.0,0.0,25.38,4.69,0.0
20230131:1930,0.0,0.0,0.0,0.0,25.29,4.69,0.0
20230131:2030,0.0,0.0,0.0,0.0,25.25,4.83,0.0
20230131:2130,0.0,0.0,0.0,0.0,25.12,4.9,0.0
20230131:2230,0.0,0.0,0.0,0.0,25.14,4.69,0.0
20230131:2330,0.6,13.17,0.0,2.44,25.11,4.48,0.0
20230201:0030,8.95,92.2,0.0,16.7,25.11,4.28,0.0
20230201:0130,53.45,219.1,0.0,30.84,25.17,4.21,0.0
20230201:0230,147.4,263.1,0.0,44.62,25.37,4.14,0.0
20230201:0330,140.55,301.15,0.0,57.56,25.66,4.48,0.0
20230201:0430,232.25,366.8,0.0,68.04,25.98,4.76,0.0
20230201:0530,233.0,320.85,0.0,71.31,26.18,4.97,0.0
20230201:0630,510.1,198.05,0.0,64.43,26.51,4.21,0.0
20230201:0730,440.7,155.3,0.0,52.65,26.82,3.24,0.0
20230201:0830,287.45,124.15,0.0,39.28,26.95,2.28,0.0
20230201:0930,145.25,114.85,0.0,25.32,27.06,4.76,0.0
20230201:1030,23.8,48.55,0.0,11.11,27.19,3.86,0.0
20230201:1130,0.0,0.0,0.0,-3.21,27.22,3.38,0.0
20230201:1230,0.0,0.0,0.0,0.0,27.06,2.83,0.0
20230201:1330,0.0,0.0,0.0,0.0,26.77,3.31,0.0
20230201:1430,0.0,0.0,0.0,0.0,26.49,4.14,0.0
20230201:1530,0.0,0.0,0.0,0.0,26.24,5.31,0.0
20230201:1630,0.0,0.0,0.0,0.0,26.03,5.93,0.0
20230201:1730,0.0,0.0,0.0,0.0,25.93,6.21,0.0
20230201:1830,0.0,0.0,0.0,0.0,25.78,6.07,0.0
20230201:1930,0.0,0.0,0.0,0.0,25.66,5.66,0.0
20230201:2030,0.0,0.0,0.0,0.0,25.5,5.24,0.0
20230201:2130,0.0,0.0,0.0,0.0,25.44,5.38,0.0
20230201:2230,0.0,0.0,0.0,0.0,25.54,4.0,0.0
20230201:2330,3.65,13.14,0.0,2.41,25.53,4.48,0.0
20230202:0030,36.5,89.75,0.0,16.7,25.46,4.76,0.0
20230202:0130,94.2,169.15,0.0,30.86,25.5,5.03,0.0
20230202:0230,114.4,220.5,0.0,44.68,25.7,6.07,0.0
20230202:0330,183.15,272.25,0.0,57.68,26.17,6.0,0.0
20230202:0430,211.1,187.2,0.0,68.25,26.75,5.45,0.0
20230202:0530,240.6,249.65,0.0,71.6,27.28,4.48,0.0
20230202:0630,481.0,224.15,0.0,64.65,27.63,3.66,0.0
20230202:0730,451.5,184.75,0.0,52.8,27.72,2.28,0.0
20230202:0830,401.4,116.9,0.0,39.39,27.66,2.55,0.0
20230202:0930,225.4,83.35,0.0,25.41,27.73,3.38,0.0
20230202:1030,76.95,47.65,0.0,11.17,26.94,2.34,0.0
20230202:1130,0.0,0.0,0.0,-3.17,26.35,2.21,0.0
20230202:1230,0.0,0.0,0.0,0.0,26.09,1.93,0.0
20230202:1330,0.0,0.0,0.0,0.0,26.1,2.14,0.0
20230202:1430,0.0,0.0,0.0,0.0,26.13,3.66,0.0
20230202:1530,0.0,0.0,0.0,0.0,26.07,4.34,0.0
20230202:1630,0.0,0.0,0.0,0.0,26.03,4.48,0.0
20230202:1730,0.0,0.0,0.0,0.0,25.91,5.03,0.0
20230202:1830,0.0,0.0,0.0,0.0,25.8,4.69,0.0
20230202:1930,0.0,0.0,0.0,0.0,25.68,4.28,0.0
20230202:2030,0.0,0.0,0.0,0.0,25.57,4.41,0.0
20230202:2130,0.0,0.0,0.0,0.0,25.52,4.9,0.0
